,OpSetting1,OpSetting2,OpSetting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21
2019-12-03,-0.0015,0.0004,100.0,518.67,642.09,1577.01,1398.31,14.62,21.61,555.31,2388.02,9052.57,1.3,46.98,522.72,2387.99,8142.03,8.427,0.03,390,2388,100.0,38.92,23.4644
2019-12-04,0.0001,0.0006,100.0,518.67,641.86,1585.84,1402.35,14.62,21.61,554.94,2388.04,9052.54,1.3,47.24,522.43,2387.97,8137.74,8.4123,0.03,392,2388,100.0,38.96,23.3318
2019-12-05,-0.0041,0.0002,100.0,518.67,642.3,1586.0,1391.72,14.62,21.61,554.76,2388.05,9061.34,1.3,47.36,522.29,2387.99,8143.11,8.3754,0.03,391,2388,100.0,38.91,23.2651
2019-12-06,-0.0027,-0.0004,100.0,518.67,642.0,1581.93,1399.98,14.62,21.6,554.23,2388.04,9050.05,1.3,47.23,521.9,2388.05,8134.2,8.414,0.03,391,2388,100.0,38.93,23.3709
2019-12-07,-0.0016,-0.0003,100.0,518.67,642.37,1589.42,1406.99,14.62,21.61,554.9,2387.97,9062.75,1.3,47.43,522.52,2388.04,8138.01,8.4177,0.03,392,2388,100.0,39.02,23.3656
2019-12-08,-0.0007,0.0005,100.0,518.67,641.78,1586.29,1396.27,14.62,21.61,553.88,2388.0,9059.04,1.3,47.31,522.48,2388.01,8132.58,8.3963,0.03,392,2388,100.0,39.03,23.4181
2019-12-09,0.0009,0.0003,100.0,518.67,642.42,1581.68,1399.3,14.62,21.61,554.15,2387.96,9049.66,1.3,47.32,522.02,2388.03,8142.49,8.3976,0.03,391,2388,100.0,38.87,23.4189
2019-12-10,-0.0007,-0.0004,100.0,518.67,642.28,1590.6,1396.54,14.62,21.61,554.11,2388.0,9058.1,1.3,47.21,521.93,2388.04,8137.46,8.4095,0.03,393,2388,100.0,38.85,23.3442
2019-12-11,0.0014,0.0003,100.0,518.67,642.17,1578.47,1401.69,14.62,21.61,553.83,2388.04,9057.1,1.3,47.27,522.19,2388.01,8131.59,8.379,0.03,392,2388,100.0,39.14,23.4504
2019-12-12,-0.0021,-0.0003,100.0,518.67,641.91,1576.92,1394.62,14.62,21.61,554.71,2388.06,9056.07,1.3,47.39,522.23,2388.04,8137.47,8.3836,0.03,390,2388,100.0,38.89,23.3448
2019-12-13,-0.0001,0.0006,100.0,518.67,642.46,1583.83,1392.09,14.62,21.61,555.31,2388.04,9061.93,1.3,47.16,521.55,2388.07,8142.99,8.4107,0.03,392,2388,100.0,38.95,23.5129
2019-12-14,0.0009,0.0005,100.0,518.67,641.73,1581.85,1390.3,14.62,21.61,554.6,2387.99,9052.46,1.3,47.22,522.21,2387.96,8133.57,8.3688,0.03,393,2388,100.0,39.12,23.4014
2019-12-15,0.0015,-0.0004,100.0,518.67,642.03,1588.87,1391.61,14.62,21.61,553.9,2388.02,9053.39,1.3,47.15,522.44,2387.96,8134.31,8.4332,0.03,391,2388,100.0,38.91,23.389
2019-12-16,0.0011,-0.0004,100.0,518.67,641.82,1586.63,1402.03,14.62,21.61,554.29,2388.05,9055.18,1.3,47.25,521.88,2388.04,8134.26,8.3925,0.03,393,2388,100.0,39.22,23.3788
2019-12-17,-0.0024,0.0,100.0,518.67,642.09,1586.86,1400.26,14.62,21.61,554.66,2388.05,9058.76,1.3,47.32,522.48,2388.01,8139.72,8.3989,0.03,392,2388,100.0,39.0,23.3811
2019-12-18,-0.0006,0.0003,100.0,518.67,642.69,1586.54,1399.44,14.62,21.61,554.4,2388.04,9056.35,1.3,47.4,522.46,2388.1,8144.7,8.4317,0.03,393,2388,100.0,38.9,23.4376
2019-12-19,0.0008,0.0,100.0,518.67,642.85,1587.14,1402.39,14.62,21.61,554.28,2387.91,9050.97,1.3,47.14,522.3,2388.06,8143.33,8.3721,0.03,391,2388,100.0,38.87,23.3805
2019-12-20,0.0018,-0.0002,100.0,518.67,642.56,1586.96,1402.59,14.62,21.61,554.21,2388.03,9062.27,1.3,47.25,522.26,2388.06,8138.05,8.415,0.03,393,2388,100.0,38.86,23.4402
2019-12-21,0.001,-0.0003,100.0,518.67,641.65,1586.5,1399.94,14.62,21.61,554.44,2388.05,9050.76,1.3,47.37,521.84,2388.09,8137.0,8.4407,0.03,390,2388,100.0,38.89,23.5158
2019-12-22,-0.0046,-0.0003,100.0,518.67,642.24,1588.66,1394.81,14.62,21.61,554.39,2388.02,9050.7,1.3,47.24,522.42,2387.99,8138.98,8.3947,0.03,392,2388,100.0,38.98,23.3312
2019-12-23,0.0023,-0.0,100.0,518.67,642.11,1595.32,1391.56,14.62,21.61,554.13,2388.05,9054.68,1.3,47.25,522.51,2388.05,8140.95,8.3862,0.03,390,2388,100.0,38.95,23.4459
2019-12-24,-0.0022,0.0004,100.0,518.67,641.99,1588.17,1407.17,14.62,21.61,553.86,2388.07,9052.29,1.3,47.2,522.44,2388.05,8133.54,8.399,0.03,391,2388,100.0,39.16,23.4429
2019-12-25,0.0034,-0.0002,100.0,518.67,642.2,1585.61,1401.74,14.62,21.61,554.06,2387.97,9055.24,1.3,47.13,522.17,2387.97,8141.91,8.3913,0.03,391,2388,100.0,38.87,23.3005
2019-12-26,-0.0008,0.0002,100.0,518.67,642.56,1586.43,1396.16,14.62,21.61,554.08,2388.09,9055.15,1.3,47.24,522.16,2388.04,8141.29,8.3874,0.03,390,2388,100.0,38.92,23.4227
2019-12-27,-0.002,0.0003,100.0,518.67,642.16,1584.84,1398.27,14.62,21.61,554.25,2388.06,9058.23,1.3,47.26,522.33,2388.07,8142.4,8.3877,0.03,391,2388,100.0,38.93,23.2673
2019-12-28,-0.0037,-0.0001,100.0,518.67,642.54,1583.0,1395.64,14.62,21.61,555.08,2388.04,9055.72,1.3,47.19,521.99,2388.03,8143.79,8.4078,0.03,392,2388,100.0,39.09,23.32
2019-12-29,0.0018,0.0002,100.0,518.67,642.22,1590.73,1406.04,14.62,21.61,554.11,2388.03,9055.44,1.3,47.19,522.07,2387.99,8134.92,8.3894,0.03,392,2388,100.0,38.93,23.4567
2019-12-30,-0.0026,0.0005,100.0,518.67,642.25,1587.67,1394.32,14.62,21.61,554.45,2388.04,9053.74,1.3,47.28,521.87,2388.01,8137.12,8.3784,0.03,391,2388,100.0,39.02,23.4084
2019-12-31,-0.0014,0.0,100.0,518.67,642.68,1580.95,1395.19,14.62,21.61,554.59,2388.04,9061.31,1.3,47.17,522.17,2388.04,8137.91,8.4536,0.03,391,2388,100.0,39.16,23.4179
2020-01-01,0.0008,0.0004,100.0,518.67,641.9,1581.26,1401.53,14.62,21.61,554.24,2388.02,9046.94,1.3,47.33,522.12,2388.0,8136.57,8.3852,0.03,393,2388,100.0,39.03,23.4948
2020-01-02,-0.0026,0.0006,100.0,518.67,642.46,1586.09,1401.91,14.62,21.61,554.01,2388.07,9049.95,1.3,47.21,522.51,2387.99,8136.29,8.4171,0.03,392,2388,100.0,39.13,23.3339
2020-01-03,0.0037,-0.0003,100.0,518.67,642.44,1580.18,1403.87,14.62,21.61,554.89,2388.01,9054.7,1.3,47.2,522.71,2388.03,8133.81,8.4204,0.03,390,2388,100.0,39.08,23.3735
2020-01-04,0.0006,-0.0003,100.0,518.67,641.56,1584.51,1400.43,14.62,21.61,554.48,2388.0,9057.17,1.3,47.24,522.17,2388.02,8140.43,8.4007,0.03,389,2388,100.0,39.07,23.3006
2020-01-05,0.0,-0.0002,100.0,518.67,642.62,1577.99,1393.98,14.62,21.61,554.17,2388.05,9060.8,1.3,47.34,521.93,2388.0,8133.3,8.3869,0.03,393,2388,100.0,38.83,23.3713
2020-01-06,0.0002,0.0003,100.0,518.67,642.63,1580.73,1397.86,14.62,21.61,554.31,2388.03,9054.24,1.3,47.15,522.09,2387.97,8135.97,8.4074,0.03,393,2388,100.0,38.95,23.2626
2020-01-07,0.0036,-0.0004,100.0,518.67,642.55,1573.72,1403.51,14.62,21.61,554.69,2387.97,9055.48,1.3,47.26,521.91,2388.01,8134.36,8.4284,0.03,392,2388,100.0,39.03,23.3574
2020-01-08,0.0008,-0.0003,100.0,518.67,642.22,1590.22,1395.04,14.62,21.61,554.28,2388.04,9054.15,1.3,47.4,521.91,2388.04,8136.66,8.4297,0.03,393,2388,100.0,38.95,23.3864
2020-01-09,-0.0003,-0.0001,100.0,518.67,642.25,1579.89,1395.41,14.62,21.61,554.57,2388.07,9052.81,1.3,47.26,522.25,2388.06,8135.87,8.4159,0.03,391,2388,100.0,39.01,23.451
2020-01-10,-0.0016,0.0004,100.0,518.67,641.86,1586.17,1394.2,14.62,21.61,554.32,2388.06,9056.23,1.3,47.3,522.06,2387.97,8137.68,8.3873,0.03,391,2388,100.0,38.91,23.4269
2020-01-11,-0.0018,-0.0,100.0,518.67,642.22,1579.85,1396.15,14.62,21.61,554.3,2388.02,9058.39,1.3,47.04,522.17,2388.03,8134.91,8.4019,0.03,392,2388,100.0,38.8,23.4053
2020-01-12,-0.0005,0.0,100.0,518.67,642.29,1585.29,1400.47,14.62,21.61,553.5,2388.09,9049.82,1.3,47.18,522.21,2388.05,8141.28,8.4437,0.03,392,2388,100.0,38.98,23.5001
2020-01-13,0.001,0.0004,100.0,518.67,642.3,1582.35,1402.86,14.62,21.61,553.83,2388.06,9053.46,1.3,47.3,522.48,2388.04,8137.96,8.3954,0.03,391,2388,100.0,38.91,23.3982
2020-01-14,-0.003,-0.0001,100.0,518.67,642.57,1583.76,1407.47,14.62,21.61,554.06,2388.02,9062.13,1.3,47.31,521.86,2388.04,8140.03,8.4006,0.03,393,2388,100.0,39.18,23.3535
2020-01-15,-0.0016,0.0003,100.0,518.67,642.23,1593.44,1401.49,14.62,21.61,554.64,2388.07,9059.3,1.3,47.25,522.67,2388.08,8146.62,8.3943,0.03,392,2388,100.0,39.02,23.4878
2020-01-16,0.001,0.0006,100.0,518.67,642.46,1589.68,1394.31,14.62,21.61,554.39,2388.08,9056.63,1.3,47.46,521.69,2388.02,8137.22,8.3874,0.03,393,2388,100.0,39.05,23.3891
2020-01-17,-0.0026,0.0005,100.0,518.67,642.01,1589.81,1401.39,14.62,21.61,553.56,2388.06,9052.18,1.3,47.26,522.84,2388.04,8141.24,8.4449,0.03,391,2388,100.0,38.92,23.4244
2020-01-18,-0.0016,0.0001,100.0,518.67,642.59,1586.75,1396.89,14.62,21.61,554.33,2388.07,9048.98,1.3,47.4,522.41,2388.05,8138.59,8.4072,0.03,394,2388,100.0,38.69,23.3249
2020-01-19,0.0032,0.0004,100.0,518.67,642.0,1586.85,1398.22,14.62,21.61,554.23,2388.02,9057.86,1.3,47.41,522.01,2388.06,8137.74,8.42,0.03,391,2388,100.0,39.07,23.3837
2020-01-20,-0.0021,0.0001,100.0,518.67,642.55,1578.66,1402.0,14.62,21.61,554.96,2388.05,9061.59,1.3,47.24,522.05,2388.02,8143.19,8.4408,0.03,393,2388,100.0,38.83,23.4169
2020-01-21,0.003,-0.0,100.0,518.67,642.32,1589.02,1409.62,14.62,21.61,553.92,2388.04,9056.46,1.3,47.29,521.66,2388.05,8139.33,8.4023,0.03,392,2388,100.0,38.85,23.3004
2020-01-22,-0.0043,-0.0,100.0,518.67,641.85,1589.89,1397.29,14.62,21.61,553.71,2388.04,9059.94,1.3,47.27,522.15,2388.08,8139.46,8.4025,0.03,392,2388,100.0,38.73,23.3858
2020-01-23,0.0022,0.0002,100.0,518.67,642.06,1590.46,1398.97,14.62,21.61,554.26,2388.06,9060.29,1.3,47.2,521.51,2388.0,8138.83,8.384,0.03,392,2388,100.0,38.89,23.3182
2020-01-24,0.0024,0.0005,100.0,518.67,642.54,1588.03,1395.68,14.62,21.61,554.57,2388.04,9056.45,1.3,47.36,521.83,2388.06,8139.81,8.3826,0.03,392,2388,100.0,38.98,23.432
2020-01-25,0.0043,-0.0004,100.0,518.67,642.52,1590.95,1405.69,14.62,21.61,554.21,2388.04,9057.55,1.3,47.31,521.82,2388.06,8139.62,8.3778,0.03,391,2388,100.0,38.84,23.356
2020-01-26,-0.0008,-0.0003,100.0,518.67,642.55,1588.51,1404.39,14.62,21.61,554.03,2388.06,9052.37,1.3,47.22,521.78,2388.06,8138.14,8.3946,0.03,391,2388,100.0,39.17,23.3333
2020-01-27,0.0018,-0.0,100.0,518.67,641.72,1592.98,1403.83,14.62,21.6,553.72,2388.02,9061.56,1.3,47.41,522.01,2388.01,8141.23,8.4121,0.03,392,2388,100.0,38.81,23.3076
2020-01-28,-0.0044,-0.0002,100.0,518.67,642.39,1590.38,1398.8,14.62,21.61,554.17,2388.0,9056.18,1.3,47.33,522.23,2388.05,8134.24,8.3684,0.03,393,2388,100.0,38.99,23.3437
2020-01-29,0.0012,0.0005,100.0,518.67,642.0,1588.35,1399.55,14.62,21.61,554.19,2388.01,9060.99,1.3,47.33,522.45,2388.06,8137.27,8.4093,0.03,392,2388,100.0,38.94,23.3955
2020-01-30,-0.0026,-0.0003,100.0,518.67,643.09,1587.16,1400.93,14.62,21.61,554.62,2388.08,9057.01,1.3,47.58,522.57,2388.07,8134.61,8.4016,0.03,392,2388,100.0,39.07,23.3882
2020-01-31,0.0005,-0.0002,100.0,518.67,641.79,1583.75,1403.48,14.62,21.61,554.48,2387.99,9046.96,1.3,47.21,522.39,2388.01,8140.08,8.4114,0.03,392,2388,100.0,38.96,23.3948
2020-02-01,0.0013,0.0001,100.0,518.67,642.33,1582.3,1398.56,14.62,21.61,554.11,2388.04,9059.39,1.3,47.2,522.11,2388.03,8139.1,8.4004,0.03,391,2388,100.0,39.01,23.4135
2020-02-02,-0.0022,-0.0002,100.0,518.67,642.28,1587.19,1397.45,14.62,21.61,555.22,2388.02,9061.33,1.3,47.17,521.79,2387.97,8136.47,8.4012,0.03,393,2388,100.0,38.88,23.3116
2020-02-03,0.002,-0.0002,100.0,518.67,641.84,1585.07,1404.39,14.62,21.61,553.62,2388.05,9065.31,1.3,47.3,522.4,2388.01,8137.49,8.4264,0.03,392,2388,100.0,38.94,23.3953
2020-02-04,0.0017,-0.0001,100.0,518.67,642.1,1589.33,1398.82,14.62,21.6,553.75,2388.02,9049.74,1.3,47.27,521.96,2388.01,8135.22,8.3957,0.03,393,2388,100.0,38.78,23.4083
2020-02-05,-0.0008,0.0002,100.0,518.67,642.06,1590.98,1398.32,14.62,21.61,554.1,2388.07,9055.5,1.3,47.32,523.08,2388.04,8141.13,8.3974,0.03,393,2388,100.0,38.96,23.4296
2020-02-06,0.0028,-0.0003,100.0,518.67,642.34,1588.05,1399.06,14.62,21.61,553.9,2388.1,9059.42,1.3,47.26,521.75,2388.05,8138.86,8.3973,0.03,392,2388,100.0,39.19,23.4346
2020-02-07,0.0006,0.0005,100.0,518.67,642.71,1578.13,1401.77,14.62,21.61,554.67,2388.08,9058.88,1.3,47.3,522.13,2388.03,8138.19,8.4002,0.03,392,2388,100.0,38.99,23.3424
2020-02-08,0.0058,-0.0003,100.0,518.67,642.45,1584.78,1405.8,14.62,21.61,553.8,2388.04,9064.32,1.3,47.34,522.01,2388.05,8137.05,8.435,0.03,394,2388,100.0,39.06,23.4573
2020-02-09,-0.0067,-0.0004,100.0,518.67,642.95,1588.35,1397.9,14.62,21.61,553.48,2388.09,9058.54,1.3,47.25,522.57,2388.05,8135.68,8.3969,0.03,393,2388,100.0,38.8,23.3897
2020-02-10,-0.0022,0.0002,100.0,518.67,642.36,1590.21,1398.37,14.62,21.61,554.23,2387.97,9055.45,1.3,47.26,522.26,2388.07,8137.35,8.4092,0.03,392,2388,100.0,38.81,23.3972
2020-02-11,0.0032,0.0002,100.0,518.67,642.52,1592.54,1398.19,14.62,21.61,554.69,2388.11,9051.63,1.3,47.31,522.04,2388.02,8138.6,8.399,0.03,391,2388,100.0,39.04,23.3049
2020-02-12,0.0003,-0.0001,100.0,518.67,642.11,1592.55,1401.22,14.62,21.61,555.0,2388.01,9063.67,1.3,47.28,521.93,2388.05,8135.09,8.3962,0.03,392,2388,100.0,38.94,23.2747
2020-02-13,-0.0025,0.0003,100.0,518.67,641.65,1583.09,1400.29,14.62,21.61,553.98,2388.01,9057.63,1.3,47.28,522.74,2388.04,8136.59,8.4207,0.03,391,2388,100.0,38.88,23.454
2020-02-14,0.0016,0.0,100.0,518.67,642.09,1587.5,1404.36,14.62,21.61,554.1,2388.03,9058.19,1.3,47.19,522.28,2388.01,8139.3,8.3935,0.03,393,2388,100.0,38.92,23.3653
2020-02-15,-0.0018,-0.0002,100.0,518.67,642.5,1586.84,1397.68,14.62,21.61,553.96,2388.02,9059.56,1.3,47.35,522.36,2388.05,8137.57,8.4284,0.03,393,2388,100.0,38.9,23.3631
2020-02-16,0.0029,0.0002,100.0,518.67,642.5,1588.55,1396.1,14.62,21.61,553.83,2388.06,9055.15,1.3,47.33,521.97,2388.02,8134.81,8.4108,0.03,392,2388,100.0,38.96,23.3338
2020-02-17,0.0012,0.0001,100.0,518.67,642.49,1579.82,1400.16,14.62,21.61,553.9,2388.08,9056.18,1.3,47.43,522.56,2388.07,8145.74,8.4166,0.03,392,2388,100.0,39.0,23.4108
2020-02-18,-0.0002,-0.0004,100.0,518.67,642.56,1583.05,1397.27,14.62,21.61,554.4,2388.02,9060.5,1.3,47.36,522.28,2388.02,8141.32,8.4108,0.03,392,2388,100.0,38.95,23.4063
2020-02-19,0.0014,-0.0003,100.0,518.67,642.36,1586.38,1399.91,14.62,21.61,554.05,2388.02,9057.32,1.3,47.29,522.07,2388.06,8141.75,8.422,0.03,393,2388,100.0,39.04,23.4836
2020-02-20,0.0003,-0.0001,100.0,518.67,642.33,1588.69,1399.98,14.62,21.61,553.89,2388.02,9057.3,1.3,47.17,522.13,2388.05,8142.06,8.4217,0.03,393,2388,100.0,39.0,23.3404
2020-02-21,0.0002,-0.0002,100.0,518.67,642.16,1582.5,1399.34,14.62,21.61,553.95,2388.03,9051.5,1.3,47.33,521.69,2388.06,8147.94,8.4247,0.03,392,2388,100.0,39.16,23.3175
2020-02-22,-0.0028,-0.0001,100.0,518.67,642.12,1587.56,1397.87,14.62,21.61,554.36,2388.0,9061.48,1.3,47.28,522.39,2388.1,8145.17,8.3902,0.03,391,2388,100.0,38.99,23.3134
2020-02-23,0.0007,-0.0002,100.0,518.67,642.13,1589.96,1401.99,14.62,21.61,554.47,2388.09,9056.39,1.3,47.28,521.96,2388.02,8143.39,8.4566,0.03,392,2388,100.0,39.19,23.3277
2020-02-24,0.0037,-0.0004,100.0,518.67,642.44,1590.41,1406.56,14.62,21.61,553.89,2388.03,9055.32,1.3,47.23,521.71,2388.03,8138.5,8.4302,0.03,392,2388,100.0,39.05,23.4728
2020-02-25,0.0038,0.0004,100.0,518.67,642.7,1583.02,1402.79,14.62,21.61,554.6,2387.99,9059.96,1.3,47.63,522.02,2388.07,8138.82,8.4044,0.03,391,2388,100.0,38.96,23.3639
2020-02-26,-0.0025,0.0004,100.0,518.67,642.19,1589.96,1402.08,14.62,21.61,554.37,2388.02,9054.97,1.3,47.3,522.06,2388.06,8141.89,8.4176,0.03,392,2388,100.0,38.92,23.4919
2020-02-27,-0.0012,0.0004,100.0,518.67,642.29,1583.92,1397.03,14.62,21.61,555.14,2388.03,9064.11,1.3,47.5,521.79,2388.09,8140.14,8.4207,0.03,393,2388,100.0,39.06,23.2871
2020-02-28,-0.0007,0.0001,100.0,518.67,642.54,1582.78,1397.94,14.62,21.61,554.79,2388.08,9065.23,1.3,47.35,522.4,2388.04,8142.65,8.4097,0.03,393,2388,100.0,39.0,23.3973
2020-02-29,-0.0022,-0.0003,100.0,518.67,642.21,1599.92,1403.86,14.62,21.61,554.47,2388.05,9048.57,1.3,47.37,521.89,2388.04,8141.86,8.4247,0.03,390,2388,100.0,38.92,23.3636
2020-03-01,0.0017,-0.0001,100.0,518.67,642.54,1588.2,1403.89,14.62,21.61,554.28,2388.09,9055.86,1.3,47.46,521.93,2388.1,8136.64,8.3956,0.03,392,2388,100.0,38.96,23.2671
2020-03-02,-0.0019,0.0005,100.0,518.67,642.53,1586.77,1403.58,14.62,21.61,553.45,2388.03,9059.95,1.3,47.36,522.24,2388.04,8142.14,8.4284,0.03,391,2388,100.0,38.96,23.2988
2020-03-03,-0.0011,-0.0001,100.0,518.67,641.96,1591.47,1404.44,14.62,21.61,553.35,2388.08,9061.9,1.3,47.34,521.84,2388.08,8140.82,8.3936,0.03,393,2388,100.0,39.03,23.3654
2020-03-04,-0.0032,0.0005,100.0,518.67,642.23,1589.73,1402.54,14.62,21.61,554.53,2388.05,9060.79,1.3,47.48,522.27,2388.03,8142.5,8.3995,0.03,393,2388,100.0,38.76,23.3467
2020-03-05,-0.0007,-0.0002,100.0,518.67,642.13,1583.31,1409.29,14.62,21.61,553.51,2388.08,9065.46,1.3,47.3,521.7,2388.0,8143.99,8.4046,0.03,393,2388,100.0,38.91,23.2706
2020-03-06,0.0015,-0.0001,100.0,518.67,642.3,1592.45,1394.68,14.62,21.61,553.43,2388.07,9053.47,1.3,47.45,521.56,2388.06,8142.32,8.4205,0.03,392,2388,100.0,38.8,23.4634
2020-03-07,-0.0013,0.0005,100.0,518.67,642.6,1598.35,1402.48,14.62,21.61,553.93,2388.02,9062.25,1.3,47.4,522.36,2388.01,8147.41,8.4039,0.03,394,2388,100.0,38.94,23.3504
2020-03-08,0.0025,-0.0004,100.0,518.67,642.6,1587.02,1399.17,14.62,21.61,554.11,2388.04,9066.73,1.3,47.38,522.14,2388.08,8144.25,8.3976,0.03,391,2388,100.0,38.85,23.253
2020-03-09,-0.0028,-0.0003,100.0,518.67,642.57,1583.86,1408.43,14.62,21.61,553.99,2388.11,9056.69,1.3,47.41,521.55,2388.08,8141.02,8.4415,0.03,391,2388,100.0,39.05,23.4213
2020-03-10,0.0027,-0.0003,100.0,518.67,642.67,1594.22,1399.22,14.62,21.61,553.46,2388.04,9054.03,1.3,47.32,521.96,2388.1,8142.65,8.4334,0.03,393,2388,100.0,38.99,23.3962
2020-03-11,0.0001,-0.0003,100.0,518.67,642.83,1585.56,1402.78,14.62,21.61,554.02,2388.05,9059.14,1.3,47.22,522.01,2388.08,8140.24,8.4334,0.03,392,2388,100.0,38.9,23.347
2020-03-12,0.0021,-0.0002,100.0,518.67,642.25,1586.35,1403.5,14.62,21.61,553.95,2388.06,9060.72,1.3,47.29,521.97,2388.02,8140.08,8.4111,0.03,392,2388,100.0,38.99,23.2905
2020-03-13,0.0005,0.0004,100.0,518.67,642.26,1581.61,1410.57,14.62,21.61,554.02,2388.05,9059.22,1.3,47.21,521.83,2388.05,8138.03,8.4272,0.03,391,2388,100.0,38.96,23.3343
2020-03-14,0.001,-0.0002,100.0,518.67,642.35,1585.78,1403.3,14.62,21.61,554.42,2387.97,9068.0,1.3,47.4,521.21,2388.07,8138.68,8.4354,0.03,393,2388,100.0,38.9,23.419
2020-03-15,-0.002,0.0002,100.0,518.67,642.57,1584.99,1399.41,14.62,21.61,553.49,2388.02,9062.44,1.3,47.4,521.62,2388.01,8136.67,8.4077,0.03,393,2388,100.0,38.95,23.3735
2020-03-16,0.0037,0.0003,100.0,518.67,642.7,1579.08,1401.02,14.62,21.61,553.47,2388.06,9061.63,1.3,47.26,521.83,2388.06,8135.97,8.4378,0.03,391,2388,100.0,38.99,23.4304
