,OpSetting1,OpSetting2,OpSetting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21
2020-01-18,0.0011,-0.0,100.0,518.67,641.91,1582.38,1391.54,14.62,21.61,554.47,2387.99,9062.91,1.3,47.2,522.52,2387.97,8143.83,8.402,0.03,390,2388,100.0,39.13,23.4566
2020-01-19,0.0023,0.0001,100.0,518.67,641.79,1575.95,1396.08,14.62,21.61,554.18,2388.01,9067.56,1.3,47.06,522.49,2387.99,8143.03,8.4149,0.03,392,2388,100.0,39.05,23.4149
2020-01-20,0.0001,0.0001,100.0,518.67,642.08,1585.37,1401.37,14.62,21.6,554.43,2388.01,9063.39,1.3,47.05,522.98,2388.01,8151.15,8.3939,0.03,392,2388,100.0,38.96,23.4509
2020-01-21,-0.0013,-0.0002,100.0,518.67,642.33,1585.71,1396.31,14.62,21.61,554.58,2388.03,9060.66,1.3,47.18,522.75,2388.01,8148.15,8.3444,0.03,391,2388,100.0,39.02,23.375
2020-01-22,-0.0032,-0.0,100.0,518.67,642.28,1583.93,1398.32,14.62,21.61,554.3,2387.98,9069.6,1.3,47.24,522.52,2387.97,8148.58,8.3807,0.03,393,2388,100.0,39.19,23.3665
2020-01-23,0.0015,-0.0001,100.0,518.67,642.21,1590.48,1392.19,14.62,21.61,555.39,2387.97,9071.34,1.3,47.13,522.78,2387.96,8148.23,8.3923,0.03,391,2388,100.0,39.02,23.5131
2020-01-24,-0.0042,-0.0002,100.0,518.67,641.99,1584.07,1403.92,14.62,21.6,554.38,2388.0,9065.63,1.3,47.15,522.54,2387.96,8141.86,8.4201,0.03,390,2388,100.0,39.11,23.4399
2020-01-25,-0.0002,-0.0005,100.0,518.67,642.07,1587.29,1389.4,14.62,21.61,554.25,2388.01,9062.01,1.3,47.15,521.72,2388.01,8141.98,8.3906,0.03,391,2388,100.0,39.23,23.332
2020-01-26,0.0032,-0.0005,100.0,518.67,642.39,1584.89,1396.22,14.62,21.61,554.54,2388.01,9065.36,1.3,47.04,522.61,2387.97,8148.56,8.3573,0.03,391,2388,100.0,39.31,23.5103
2020-01-27,-0.0008,0.0,100.0,518.67,642.13,1581.72,1393.46,14.62,21.61,554.3,2388.01,9070.21,1.3,47.26,522.18,2387.98,8146.35,8.4442,0.03,391,2388,100.0,39.02,23.4485
2020-01-28,0.0048,-0.0004,100.0,518.67,641.21,1589.07,1394.77,14.62,21.61,554.33,2387.97,9065.17,1.3,47.14,522.35,2388.01,8142.68,8.3642,0.03,392,2388,100.0,38.97,23.4614
2020-01-29,0.0041,0.0001,100.0,518.67,642.09,1584.27,1393.72,14.62,21.61,555.02,2387.98,9060.8,1.3,47.03,522.37,2388.02,8142.46,8.395,0.03,391,2388,100.0,39.18,23.3393
2020-01-30,-0.0035,-0.0002,100.0,518.67,641.85,1583.34,1400.9,14.62,21.6,554.79,2387.93,9060.33,1.3,47.02,522.32,2387.97,8146.48,8.3994,0.03,393,2388,100.0,39.08,23.3248
2020-01-31,-0.0037,-0.0005,100.0,518.67,641.97,1587.64,1401.65,14.62,21.61,554.85,2388.0,9063.74,1.3,47.21,522.39,2387.96,8147.77,8.4249,0.03,391,2388,100.0,39.1,23.5359
2020-02-01,-0.0017,0.0003,100.0,518.67,641.62,1591.73,1394.91,14.62,21.61,554.25,2387.94,9056.02,1.3,47.18,522.2,2388.02,8143.61,8.3768,0.03,391,2388,100.0,39.19,23.4075
2020-02-02,0.0047,0.0001,100.0,518.67,641.91,1589.55,1398.73,14.62,21.61,555.57,2387.96,9072.56,1.3,47.1,522.13,2388.01,8140.65,8.34,0.03,390,2388,100.0,38.9,23.4371
2020-02-03,0.0015,-0.0003,100.0,518.67,642.05,1578.17,1401.28,14.62,21.61,555.3,2388.02,9056.16,1.3,47.08,522.38,2388.0,8147.71,8.3719,0.03,391,2388,100.0,38.94,23.4357
2020-02-04,-0.0032,-0.0,100.0,518.67,641.65,1586.51,1402.3,14.62,21.61,554.9,2388.0,9061.12,1.3,47.05,522.37,2387.99,8145.58,8.3898,0.03,393,2388,100.0,38.96,23.4382
2020-02-05,-0.0018,-0.0004,100.0,518.67,642.19,1588.03,1402.73,14.62,21.61,554.57,2388.0,9062.32,1.3,46.86,522.74,2387.98,8142.09,8.3876,0.03,392,2388,100.0,39.05,23.3767
2020-02-06,0.0022,-0.0004,100.0,518.67,641.67,1588.11,1403.35,14.62,21.61,554.74,2387.99,9063.26,1.3,47.18,522.27,2387.99,8141.56,8.4041,0.03,392,2388,100.0,38.94,23.382
2020-02-07,-0.0001,0.0003,100.0,518.67,641.84,1581.37,1405.84,14.62,21.61,554.26,2388.04,9062.75,1.3,47.06,522.56,2388.02,8146.37,8.3623,0.03,390,2388,100.0,38.84,23.3452
2020-02-08,0.0007,-0.0002,100.0,518.67,641.76,1588.59,1399.53,14.62,21.61,554.41,2388.0,9058.58,1.3,47.16,522.28,2387.95,8143.24,8.3832,0.03,390,2388,100.0,39.03,23.4995
2020-02-09,0.0022,0.0,100.0,518.67,642.18,1582.93,1399.9,14.62,21.61,554.42,2388.04,9058.16,1.3,47.08,522.25,2388.01,8136.16,8.3822,0.03,391,2388,100.0,39.41,23.338
2020-02-10,-0.0007,-0.0002,100.0,518.67,641.99,1579.3,1393.16,14.62,21.61,554.59,2387.96,9053.83,1.3,47.22,522.21,2388.04,8139.89,8.4142,0.03,392,2388,100.0,39.1,23.4035
2020-02-11,-0.0029,-0.0003,100.0,518.67,641.86,1580.56,1392.33,14.62,21.61,554.23,2388.0,9068.06,1.3,47.22,521.84,2388.02,8145.85,8.365,0.03,391,2388,100.0,39.01,23.4896
2020-02-12,0.0007,-0.0003,100.0,518.67,642.47,1586.23,1388.09,14.62,21.61,554.15,2387.94,9061.41,1.3,47.17,522.04,2387.96,8144.01,8.3936,0.03,393,2388,100.0,38.95,23.5414
2020-02-13,-0.0001,0.0002,100.0,518.67,642.38,1586.48,1396.48,14.62,21.61,555.23,2388.04,9056.31,1.3,46.95,522.49,2387.99,8149.75,8.435,0.03,392,2388,100.0,39.05,23.3583
2020-02-14,0.0019,-0.0005,100.0,518.67,641.72,1585.31,1398.49,14.62,21.6,555.09,2387.98,9058.83,1.3,47.09,522.33,2388.04,8143.65,8.4087,0.03,391,2388,100.0,38.92,23.425
2020-02-15,0.0013,-0.0003,100.0,518.67,641.93,1590.56,1396.88,14.62,21.61,553.98,2388.02,9060.36,1.3,47.11,521.93,2388.04,8137.38,8.4214,0.03,393,2388,100.0,39.08,23.3475
2020-02-16,-0.0015,0.0003,100.0,518.67,642.11,1591.0,1400.87,14.62,21.61,554.46,2387.96,9062.44,1.3,47.31,522.11,2388.03,8145.66,8.3901,0.03,391,2388,100.0,39.15,23.3537
2020-02-17,0.0035,0.0003,100.0,518.67,642.38,1577.57,1396.23,14.62,21.61,554.3,2388.06,9052.57,1.3,47.31,522.37,2388.02,8142.76,8.4206,0.03,392,2388,100.0,38.95,23.3917
2020-02-18,0.0005,0.0,100.0,518.67,641.83,1578.49,1399.7,14.62,21.6,554.14,2388.03,9060.23,1.3,47.28,522.14,2387.99,8139.62,8.376,0.03,393,2388,100.0,39.1,23.372
2020-02-19,0.0003,0.0,100.0,518.67,642.02,1589.47,1397.64,14.62,21.61,554.26,2387.96,9060.38,1.3,47.02,522.3,2387.97,8146.46,8.3747,0.03,391,2388,100.0,38.98,23.3717
2020-02-20,-0.0014,-0.0003,100.0,518.67,641.75,1586.87,1396.24,14.62,21.61,553.33,2387.96,9057.46,1.3,47.06,522.47,2387.99,8144.95,8.4035,0.03,391,2388,100.0,38.95,23.2719
2020-02-21,-0.0034,-0.0002,100.0,518.67,641.97,1586.62,1400.16,14.62,21.61,554.32,2388.06,9057.86,1.3,47.34,522.25,2388.05,8142.36,8.3937,0.03,391,2388,100.0,39.08,23.3947
2020-02-22,0.0025,0.0003,100.0,518.67,642.33,1578.93,1394.74,14.62,21.6,555.39,2388.03,9055.95,1.3,47.17,522.47,2388.0,8142.41,8.3907,0.03,392,2388,100.0,38.92,23.3971
2020-02-23,0.0043,-0.0001,100.0,518.67,641.85,1578.78,1396.47,14.62,21.61,554.03,2388.02,9063.05,1.3,47.03,522.59,2387.97,8147.43,8.3881,0.03,391,2388,100.0,39.13,23.4913
2020-02-24,-0.0005,0.0004,100.0,518.67,641.92,1593.04,1400.82,14.62,21.6,554.8,2388.01,9060.45,1.3,47.05,522.58,2388.02,8146.9,8.3848,0.03,391,2388,100.0,39.13,23.4534
2020-02-25,-0.0026,0.0004,100.0,518.67,641.82,1579.52,1397.36,14.62,21.61,554.86,2388.06,9057.61,1.3,47.17,522.73,2388.06,8138.87,8.4221,0.03,392,2388,100.0,39.01,23.5495
2020-02-26,0.0004,0.0004,100.0,518.67,641.98,1587.95,1401.4,14.62,21.61,554.55,2388.01,9060.32,1.3,47.47,522.46,2388.0,8145.73,8.3937,0.03,391,2388,100.0,38.98,23.451
2020-02-27,0.0015,-0.0002,100.0,518.67,642.33,1581.95,1400.42,14.62,21.61,553.83,2388.03,9063.57,1.3,47.1,522.07,2388.01,8140.43,8.4226,0.03,391,2388,100.0,39.12,23.4829
2020-02-28,0.0044,-0.0005,100.0,518.67,642.52,1586.61,1403.65,14.62,21.61,553.82,2388.05,9055.67,1.3,47.24,522.22,2388.0,8145.55,8.423,0.03,392,2388,100.0,39.05,23.392
2020-02-29,0.0004,-0.0002,100.0,518.67,641.92,1583.42,1397.31,14.62,21.61,554.57,2387.97,9070.17,1.3,47.16,522.01,2387.92,8143.73,8.4042,0.03,391,2388,100.0,39.22,23.4178
2020-03-01,-0.0017,0.0001,100.0,518.67,642.07,1585.89,1404.7,14.62,21.61,554.38,2388.01,9057.7,1.3,47.33,522.28,2388.02,8138.03,8.3964,0.03,391,2388,100.0,39.02,23.3521
2020-03-02,0.0012,-0.0002,100.0,518.67,641.76,1584.05,1402.17,14.62,21.61,553.74,2388.01,9061.97,1.3,47.18,523.0,2388.0,8145.16,8.4001,0.03,391,2388,100.0,39.08,23.2993
2020-03-03,0.001,0.0004,100.0,518.67,642.0,1582.83,1405.02,14.62,21.61,554.5,2388.01,9065.76,1.3,47.2,522.41,2388.03,8145.96,8.4301,0.03,392,2388,100.0,38.96,23.4232
2020-03-04,-0.0009,0.0003,100.0,518.67,641.93,1591.63,1400.38,14.62,21.61,554.43,2387.95,9063.02,1.3,47.23,522.68,2387.98,8139.18,8.4179,0.03,390,2388,100.0,38.95,23.3088
2020-03-05,-0.0006,0.0004,100.0,518.67,641.81,1578.93,1402.13,14.62,21.61,554.35,2387.96,9060.9,1.3,47.15,522.15,2388.02,8143.92,8.4335,0.03,392,2388,100.0,38.86,23.3315
2020-03-06,0.0014,-0.0004,100.0,518.67,641.9,1586.43,1404.36,14.62,21.61,553.85,2388.06,9060.61,1.3,47.28,522.46,2387.96,8142.51,8.4246,0.03,392,2388,100.0,39.05,23.4147
2020-03-07,-0.0037,-0.0002,100.0,518.67,642.0,1586.88,1400.62,14.62,21.61,554.98,2387.97,9059.13,1.3,47.28,522.49,2388.04,8139.0,8.4016,0.03,392,2388,100.0,38.95,23.4299
2020-03-08,-0.0012,0.0004,100.0,518.67,642.26,1591.1,1396.19,14.62,21.61,554.76,2388.03,9066.6,1.3,47.26,522.05,2387.99,8148.51,8.4035,0.03,392,2388,100.0,38.88,23.3449
2020-03-09,0.0007,0.0003,100.0,518.67,642.24,1586.79,1402.17,14.62,21.61,554.68,2388.05,9058.85,1.3,47.27,522.56,2388.0,8138.56,8.3551,0.03,391,2388,100.0,38.86,23.4763
2020-03-10,-0.0008,-0.0001,100.0,518.67,641.89,1587.15,1399.65,14.62,21.61,555.12,2388.08,9059.53,1.3,47.24,521.99,2388.04,8142.29,8.4408,0.03,392,2388,100.0,39.03,23.3492
2020-03-11,-0.0012,-0.0,100.0,518.67,641.88,1586.76,1400.8,14.62,21.61,554.67,2387.99,9064.49,1.3,47.35,521.86,2388.01,8143.76,8.3919,0.03,391,2388,100.0,38.89,23.4553
2020-03-12,-0.0033,0.0004,100.0,518.67,642.8,1574.88,1402.7,14.62,21.61,554.61,2388.02,9058.68,1.3,47.15,522.71,2388.06,8136.11,8.3809,0.03,392,2388,100.0,38.91,23.2813
2020-03-13,-0.0014,-0.0003,100.0,518.67,642.04,1583.72,1397.8,14.62,21.6,555.02,2388.04,9061.62,1.3,47.11,521.92,2388.02,8140.37,8.4119,0.03,392,2388,100.0,39.05,23.4335
2020-03-14,0.0038,-0.0003,100.0,518.67,642.09,1586.25,1404.03,14.62,21.61,554.27,2388.06,9061.07,1.3,47.22,521.7,2388.01,8139.32,8.4244,0.03,391,2388,100.0,38.96,23.3025
2020-03-15,-0.0012,-0.0004,100.0,518.67,642.28,1588.18,1397.96,14.62,21.61,554.18,2388.0,9060.37,1.3,47.23,522.36,2388.05,8138.15,8.4345,0.03,393,2388,100.0,39.0,23.4344
2020-03-16,-0.0011,-0.0001,100.0,518.67,642.57,1590.3,1399.43,14.62,21.61,554.58,2388.02,9061.3,1.3,47.32,522.41,2388.08,8147.17,8.3969,0.03,391,2388,100.0,39.03,23.4054
2020-03-17,-0.0032,-0.0001,100.0,518.67,642.54,1585.19,1398.61,14.62,21.61,554.57,2388.01,9065.1,1.3,47.24,522.33,2388.01,8142.62,8.4166,0.03,392,2388,100.0,38.99,23.4356
2020-03-18,-0.0004,-0.0002,100.0,518.67,642.04,1585.31,1394.35,14.62,21.61,554.33,2387.96,9063.46,1.3,47.33,522.11,2388.02,8144.09,8.43,0.03,392,2388,100.0,38.99,23.4389
2020-03-19,-0.0007,-0.0002,100.0,518.67,642.26,1582.51,1396.37,14.62,21.61,554.34,2388.07,9061.86,1.3,47.34,522.23,2388.02,8147.23,8.4174,0.03,392,2388,100.0,39.05,23.4227
2020-03-20,0.0011,-0.0003,100.0,518.67,642.21,1587.9,1404.52,14.62,21.61,555.15,2388.03,9058.38,1.3,47.21,522.01,2388.07,8142.93,8.3782,0.03,393,2388,100.0,39.11,23.3875
2020-03-21,0.0034,-0.0004,100.0,518.67,642.37,1589.64,1398.29,14.62,21.61,554.21,2388.05,9058.34,1.3,47.18,522.55,2388.04,8139.71,8.41,0.03,393,2388,100.0,38.8,23.3863
2020-03-22,0.0002,-0.0002,100.0,518.67,642.0,1587.8,1401.47,14.62,21.61,554.08,2388.04,9058.16,1.3,47.39,522.02,2387.98,8138.77,8.4022,0.03,392,2388,100.0,38.94,23.4212
2020-03-23,-0.0011,0.0001,100.0,518.67,642.0,1586.87,1396.28,14.62,21.61,554.15,2388.02,9062.66,1.3,47.2,522.27,2388.05,8143.33,8.413,0.03,390,2388,100.0,38.95,23.4661
2020-03-24,-0.0,0.0004,100.0,518.67,642.82,1582.0,1396.38,14.62,21.61,554.18,2388.06,9056.46,1.3,47.37,522.12,2388.03,8141.29,8.4016,0.03,391,2388,100.0,38.98,23.3647
2020-03-25,-0.0002,0.0003,100.0,518.67,642.63,1584.47,1398.67,14.62,21.61,554.37,2388.01,9064.19,1.3,47.29,522.04,2388.07,8143.06,8.3972,0.03,392,2388,100.0,39.02,23.4434
2020-03-26,0.0016,0.0004,100.0,518.67,641.62,1584.04,1398.23,14.62,21.61,553.98,2388.05,9061.39,1.3,47.28,522.14,2388.05,8138.71,8.4311,0.03,392,2388,100.0,38.97,23.4796
2020-03-27,0.0041,-0.0003,100.0,518.67,642.41,1579.94,1399.27,14.62,21.61,554.18,2388.03,9055.66,1.3,47.39,522.04,2388.02,8140.89,8.4489,0.03,391,2388,100.0,38.92,23.3827
2020-03-28,0.0008,0.0,100.0,518.67,641.96,1587.57,1398.53,14.62,21.61,555.13,2388.05,9054.43,1.3,47.28,522.49,2388.01,8144.06,8.4185,0.03,393,2388,100.0,39.08,23.4339
2020-03-29,-0.001,-0.0,100.0,518.67,642.37,1590.9,1403.36,14.62,21.61,554.38,2388.01,9057.88,1.3,47.17,522.72,2387.99,8141.44,8.369,0.03,391,2388,100.0,39.08,23.4081
2020-03-30,0.0014,-0.0003,100.0,518.67,642.69,1578.91,1396.85,14.62,21.61,554.65,2388.04,9057.43,1.3,47.26,522.6,2388.0,8138.07,8.3907,0.03,393,2388,100.0,38.95,23.4197
2020-03-31,0.0027,-0.0001,100.0,518.67,642.62,1590.11,1398.84,14.62,21.61,553.96,2388.0,9063.7,1.3,47.37,522.41,2388.09,8142.41,8.4301,0.03,392,2388,100.0,38.9,23.3394
2020-04-01,0.0043,-0.0003,100.0,518.67,641.55,1585.13,1402.19,14.62,21.61,553.98,2388.02,9059.86,1.3,47.12,522.54,2388.08,8144.21,8.3845,0.03,394,2388,100.0,38.89,23.4023
2020-04-02,0.0001,-0.0002,100.0,518.67,641.96,1588.47,1397.25,14.62,21.61,554.44,2388.02,9058.46,1.3,47.2,522.35,2388.05,8142.43,8.4257,0.03,393,2388,100.0,38.76,23.3521
2020-04-03,0.0004,0.0002,100.0,518.67,642.4,1587.35,1397.83,14.62,21.61,554.0,2388.02,9060.36,1.3,47.35,522.57,2388.07,8143.37,8.4298,0.03,393,2388,100.0,39.06,23.3494
2020-04-04,0.0044,0.0003,100.0,518.67,641.59,1582.51,1400.92,14.62,21.61,553.74,2388.03,9059.92,1.3,47.26,522.11,2388.05,8141.2,8.4149,0.03,393,2388,100.0,39.05,23.3943
2020-04-05,0.0006,-0.0002,100.0,518.67,642.01,1584.72,1404.63,14.62,21.61,554.34,2388.08,9070.63,1.3,47.29,522.42,2388.12,8142.57,8.4242,0.03,391,2388,100.0,38.99,23.4024
2020-04-06,-0.0018,0.0002,100.0,518.67,642.56,1577.88,1398.53,14.62,21.6,554.33,2388.02,9058.21,1.3,47.31,521.63,2388.07,8138.82,8.4177,0.03,391,2388,100.0,38.91,23.3566
2020-04-07,-0.0032,-0.0004,100.0,518.67,642.41,1585.26,1402.59,14.62,21.61,553.98,2388.05,9060.98,1.3,47.24,522.52,2388.05,8135.48,8.4148,0.03,392,2388,100.0,38.97,23.3691
2020-04-08,-0.0008,-0.0003,100.0,518.67,642.25,1585.13,1406.46,14.62,21.61,554.2,2388.0,9056.47,1.3,47.32,522.23,2388.1,8137.84,8.3877,0.03,392,2388,100.0,39.0,23.3645
2020-04-09,-0.0001,-0.0001,100.0,518.67,641.52,1587.14,1397.78,14.62,21.61,554.15,2388.03,9052.39,1.3,47.34,521.67,2388.02,8141.59,8.3902,0.03,393,2388,100.0,38.91,23.3898
2020-04-10,-0.0003,-0.0004,100.0,518.67,642.64,1587.55,1396.42,14.62,21.61,553.27,2388.02,9060.37,1.3,47.42,521.69,2388.13,8136.84,8.422,0.03,392,2388,100.0,38.92,23.3457
2020-04-11,-0.0022,-0.0004,100.0,518.67,642.29,1580.31,1404.73,14.62,21.61,554.96,2388.11,9062.57,1.3,47.16,521.61,2388.1,8138.96,8.4012,0.03,392,2388,100.0,39.0,23.4581
2020-04-12,-0.0001,-0.0002,100.0,518.67,642.22,1586.42,1406.71,14.62,21.61,554.41,2388.08,9057.44,1.3,47.41,521.88,2387.99,8144.08,8.4051,0.03,392,2388,100.0,39.07,23.3838
2020-04-13,0.0002,0.0,100.0,518.67,642.5,1596.95,1392.25,14.62,21.61,554.26,2388.0,9060.06,1.3,47.5,521.82,2388.03,8138.37,8.4625,0.03,393,2388,100.0,39.21,23.3436
2020-04-14,-0.0004,-0.0003,100.0,518.67,642.28,1578.34,1405.75,14.62,21.61,553.99,2388.04,9062.59,1.3,47.26,521.91,2388.02,8135.38,8.4128,0.03,393,2388,100.0,38.88,23.2298
2020-04-15,0.0041,0.0,100.0,518.67,642.39,1584.02,1403.28,14.62,21.61,553.7,2388.07,9054.36,1.3,47.28,522.32,2387.99,8135.51,8.4249,0.03,392,2388,100.0,38.87,23.3671
2020-04-16,-0.0001,0.0,100.0,518.67,642.48,1589.61,1407.1,14.62,21.61,554.76,2388.14,9058.53,1.3,47.41,522.18,2388.07,8134.54,8.393,0.03,393,2388,100.0,38.81,23.2653
2020-04-17,-0.0005,-0.0,100.0,518.67,642.67,1589.2,1399.26,14.62,21.61,553.94,2388.11,9057.38,1.3,47.46,522.57,2388.03,8138.41,8.4027,0.03,394,2388,100.0,38.63,23.3522
2020-04-18,0.0053,0.0002,100.0,518.67,642.57,1588.33,1407.42,14.62,21.61,553.86,2388.11,9058.2,1.3,47.32,521.7,2388.07,8136.1,8.4089,0.03,393,2388,100.0,38.95,23.3214
2020-04-19,-0.0019,0.0001,100.0,518.67,642.79,1588.86,1403.68,14.62,21.61,553.74,2388.04,9061.98,1.3,47.3,521.67,2388.02,8141.5,8.4048,0.03,393,2388,100.0,38.78,23.4025
2020-04-20,0.0027,-0.0001,100.0,518.67,642.54,1586.19,1396.3,14.62,21.61,553.65,2388.08,9057.97,1.3,47.44,521.66,2388.07,8136.01,8.3932,0.03,392,2388,100.0,38.96,23.389
2020-04-21,0.0015,-0.0003,100.0,518.67,642.08,1592.66,1398.86,14.62,21.61,553.25,2388.12,9056.11,1.3,47.51,521.85,2388.07,8135.74,8.4072,0.03,393,2388,100.0,39.21,23.3079
2020-04-22,0.0053,-0.0002,100.0,518.67,642.79,1580.27,1400.69,14.62,21.61,553.9,2388.05,9058.28,1.3,47.47,521.61,2388.05,8139.27,8.4489,0.03,393,2388,100.0,38.97,23.3207
